cik,symbol
846913,NASDAQ:FTEK
847411,NYSE:CXH
847942,OTC:STQN
849145,NASDAQ:HGBL
849146,NASDAQ:LFVN
849395,NYSE:CRH
849399,NASDAQ:GEN
849401,OTC:ADMT
849636,OTC:RSPI
849869,NYSE:SLGN
849997,OTC:FECOF
850033,NYSE:BPT
850141,NYSE:HMN
850209,NYSE:FL
850261,OTC:SRNE
850429,NYSE:TG
850918,TSX:GWO
851170,NYSE:MCR
851205,NASDAQ:CGNX
851310,NASDAQ:HLIT
851520,NASDAQ:EXPO
851968,NYSE:MHK
852772,NASDAQ:DENN
853816,NASDAQ:LSTR
854560,NASDAQ:GSBC
854775,NASDAQ:DGII
854800,OTC:TIOG
855658,NASDAQ:LSCC
855787,OTC:TRLM
855886,NYSE:PDT
855887,NYSE:DSM
856982,NASDAQ:MMSI
856984,OTC:USAQ
857005,NASDAQ:PTC
857855,NYSE:UCB
857949,NYSE:CGA
858446,LSE:IHG
858470,NYSE:CTRA
858655,NASDAQ:HAYN
858706,NYSE:GF
858877,NASDAQ:CSCO
859070,NASDAQ:FCBC
859737,NASDAQ:HOLX
859796,NYSE:JOF
860413,NASDAQ:FIBK
860489,NYSE:CEE
860543,OTC:JKSM
860546,NYSE:CDP
860730,NYSE:HCA
860731,NYSE:TYL
860748,NYSE:KMPR
861459,NYSE:GVA
861842,NASDAQ:CATY
861878,NASDAQ:SRCL
861884,NYSE:RS
861967,EURONEXT:WKL
861972,TSXV:SRL
862022,OTC:HGTXU
862651,OTC:INVU
862668,OTC:ESMC
862831,NASDAQ:FISI
862861,NASDAQ:ALTS
863064,LSE:RIO
863110,NASDAQ:ARTNA
863436,NYSE:BHE
863894,NASDAQ:VERU
863900,NYSE:MXE
864240,NASDAQ:SYPR
864749,NASDAQ:TRMB
865400,TSXV:GSVR
865752,NASDAQ:MNST
866095,NYSE:JEQ
866273,NASDAQ:MTRX
866291,NASDAQ:ALGM
866374,NASDAQ:FLEX
866439,OTC:DPLS
866706,NYSE:ESE
866729,NASDAQ:SCHL
866787,NYSE:AZO
866829,NYSE:HLX
867028,OTC:IGOT
867038,OTC:SPND
867773,OTC:SPWRQ
867840,NASDAQ:POCI
868278,NASDAQ:PRPH
868578,NYSE:PFD
868671,NYSE:GBCI
868675,TSX:T
868780,NASDAQ:DORM
868822,TSX:CCM
868857,NYSE:ACM
870780,NYSE:NQP
871464,SGX:H78
871763,NYSE:MAN
872589,NASDAQ:REGN
872912,NASDAQ:DCTH
873303,NASDAQ:SRPT
873612,TSXV:ABM
873860,NYSE:ONIT
874015,NASDAQ:IONS
874238,NASDAQ:STRL
874292,OTC:AEYGQ
874396,NASDAQ:LCUT
874499,NYSE:GPOR
874501,NYSE:AMBC
874716,NASDAQ:IDXX
874761,NYSE:AES
874766,NYSE:HIG
874866,NASDAQ:CRVL
875045,NASDAQ:BIIB
875320,NASDAQ:VRTX
875355,NASDAQ:LDWY
875357,NASDAQ:BOKF
875582,NASDAQ:NTIC
875657,NASDAQ:ULBI
875729,OTC:BNET
876167,NASDAQ:PRGS
876235,OTC:EGYF
876378,OTC:TRXDW
876427,NASDAQ:MNRO
876437,NYSE:MTG
876523,NASDAQ:EZPW
876779,TASE:MGIC
876883,NASDAQ:STGW
877212,NASDAQ:ZBRA
877422,NASDAQ:SPTN
877463,NYSE:VKQ
877860,NYSE:NHI
878726,OTC:TUEMQ
878927,NASDAQ:ODFL
878932,NYSE:EQS
879101,NYSE:KIM
879169,NASDAQ:INCY
879361,NYSE:MYD
879407,NASDAQ:ARWR
879526,NYSE:WNC
879535,NYSE:DTF
879585,NASDAQ:ATNI
879635,NASDAQ:MPB
879682,OTC:VIVE
879764,EURONEXT:TTE
879911,OTC:AERG
880117,NASDAQ:JBSS
880242,OTC:BLGO
880266,NYSE:AGCO
880406,NASDAQ:CUBA
880417,OTC:CSBB
880631,NYSE:WT
880641,OTC:EFSI
880807,NASDAQ:AMSC
880892,NYSE:VGM
880984,OTC:ACFN
881787,NYSE:CRT
882071,NYSE:PFO
882095,NASDAQ:GILD
882150,NYSE:MYN
882184,NYSE:DHI
882291,NASDAQ:AEMD
882300,NYSE:SBI
882361,NASDAQ:APTO
882508,NASDAQ:QUIK
882602,VIE:OMV
882796,NASDAQ:BCRX
882800,OTC:PACV
882835,NASDAQ:ROP
883107,OTC:NANX
883237,NYSE:VRTS
883241,NASDAQ:SNPS
883265,NYSE:VTN
883412,NYSE:MYI
883569,NASDAQ:FOSL
883618,NYSE:NXP
883948,NYSE:AUB
883975,NASDAQ:MBOT
883984,NASDAQ:ICUI
884121,NYSE:HQL
884144,NASDAQ:ASUR
884152,NYSE:VMO
884219,NYSE:VVI
884247,OTC:YVRLF
884380,OTC:KEGS
884614,NYSE:UGI
884624,NASDAQ:OFIX
884650,OTC:IMCI
884713,TSX:PRMW
884887,NYSE:RCL
885125,NYSE:IQI
885245,NYSE:BKE
885275,OTC:WBHC
885307,NASDAQ:JCTCF
885462,NASDAQ:GURE
885508,NASDAQ:STRS
885550,NASDAQ:CACC
885590,TSX:BHC
885601,NYSE:IIM
885639,NYSE:KSS
885725,NYSE:BSX
885731,NYSE:NXN
885732,NYSE:NXC
885740,NASDAQ:SPNS
885978,NYSE:USPH
886043,NYSE:MMU
886128,NASDAQ:FCEL
886136,NASDAQ:SGA
886163,NASDAQ:LGND
886206,NYSE:FC
886346,NYSE:KAI
886744,NASDAQ:GERN
886977,TSX:MX
886982,NYSE:GS
886986,NYSE:TECK
887028,ASX:RIO
887225,KRX:015760
887247,OTC:DMKPQ
887343,NASDAQ:COLB
887359,NASDAQ:VCEL
887394,NYSE:MQT
887596,NASDAQ:CAKE
887733,NASDAQ:CENT
887905,NYSE:LTC
887936,NYSE:FCN
888491,NYSE:OHI
888721,NASDAQ:TRIB
888746,BCS:CCU
888981,OTC:NNUP
889132,KRX:005490
889331,NASDAQ:LFUS
889353,OTC:JMTM
889609,NASDAQ:CPSS
889900,NASDAQ:PTEN
889971,NASDAQ:LPTH
890066,NASDAQ:GLBZ
890119,NYSE:NIM
890196,NYSE:MQY
890393,NYSE:MIY
890394,NASDAQ:PRSO
890447,NASDAQ:VTNR
890541,NYSE:BLX
890564,NYSE:ASGN
890725,OTC:GSAC
890821,NASDAQ:ENVB
890926,NYSE:RDN
891014,NYSE:MTX
891024,NASDAQ:PDCO
891038,NYSE:MPA
891103,NASDAQ:MTCH
891166,NYSE:UVE
891290,NYSE:RFI
891417,OTC:NMGX
891478,BME:SAN
891482,NASDAQ:FLL
891532,NASDAQ:PESI
892450,KRX:030200
892553,NYSE:GTLS
892832,OTC:SDON
892992,NYSE:NAZ
893538,NYSE:SM
893739,NASDAQ:TURN
893847,NASDAQ:HWBK
893949,NYSE:MD
894081,NASDAQ:ATSG
894242,NYSE:BKN
894315,NYSE:SITC
894405,NASDAQ:ARCB
894501,OTC:GRHI
894552,OTC:EMDF
894556,OTC:GEVI
894560,OTC:BOTH
894627,NYSE:EGY
894671,NASDAQ:OVBC
895126,NASDAQ:CHK
895287,OTC:VMHG
895417,NYSE:ELS
895419,NYSE:WOLF
895421,NYSE:MS
895447,NASDAQ:SCVL
895456,NASDAQ:RCKY
895464,OTC:YBGJ
895528,NYSE:VPV
895531,NYSE:VCV
895564,LSE:BA.
895665,OTC:CLRD
895728,TSX:ENB
896156,NYSE:ETD
896159,NYSE:CB
896262,NASDAQ:AMED
896264,NYSE:USNA
896429,NASDAQ:CTLP
896622,NYSE:ATR
896747,OTC:ABMC
896878,NASDAQ:INTU
897077,NYSE:ALG
897078,OTC:KOAN
897269,NYSE:MVT
897322,NASDAQ:GILT
897419,NYSE:NMT
897421,NYSE:NPV
897448,NASDAQ:AMRN
897723,NASDAQ:SANM
897802,NYSE:SPE
898171,OTC:UWHR
898173,NASDAQ:ORLY
898174,NYSE:RGA
898293,NYSE:JBL
898437,NASDAQ:ANIK
899051,NYSE:ALL
899394,OTC:HRBR
899460,NASDAQ:MNKD
899629,NYSE:AKR
899689,NYSE:VNO
899715,NYSE:SKT
899751,NYSE:TWI
899782,NYSE:NOM
899923,NASDAQ:MYGN
900075,NASDAQ:CPRT
900391,NYSE:NTZ
900422,NYSE:PMO
901243,NYSE:MUA
901491,NASDAQ:PZZA
901832,LSE:AZN
902791,NASDAQ:BBSI
903129,NASDAQ:THRM
903419,NASDAQ:ALRS
903651,NASDAQ:INOD
904112,NYSE:MSD
904851,BCBA:YPDCB
906013,NYSE:AWF
906107,NYSE:EQR
906163,NYSE:NVR
906345,NYSE:CPT
906465,NASDAQ:QCRH
906553,NYSE:BYD
906709,NASDAQ:NKTR
907242,NASDAQ:MCRI
907254,NYSE:BFS
907471,NASDAQ:CASH
907654,NASDAQ:ABIO
908187,NYSE:PCM
908255,NYSE:BWA
908259,OTC:OTLC
908311,NASDAQ:CMCT
908315,NASDAQ:WINA
908732,SSE:600688
908937,NASDAQ:SIRI
909037,BCS:SQM_A
909108,NASDAQ:DHIL
909112,NYSE:TEI
909327,BMFBOVESPA:SUZB3
909494,NASDAQ:TCX
909724,NASDAQ:TLF
909832,NASDAQ:COST
910068,NYSE:HIO
910073,NYSE:NYCB
910108,NYSE:LXP
910267,NASDAQ:TTNP
910329,NYSE:MED
910406,NASDAQ:HAIN
910521,NYSE:DECK
910606,NASDAQ:REG
910612,NYSE:CBL
910631,BMV:KOF/UBL
910638,NYSE:DDD
910679,OTC:WVFC
911147,NASDAQ:CNTY
911177,NASDAQ:CWST
911421,OTC:PREJF
911971,NYSE:TK
912061,NASDAQ:NHTC
912093,NASDAQ:VIAV
912147,NYSE:RMT
912242,NYSE:MAC
912463,NYSE:GES
912544,OTC:NSTM
912562,NASDAQ:ROCK
912593,NYSE:SUI
912595,NYSE:MAA
912603,NASDAQ:RDUS
912607,OTC:MACE
912615,NASDAQ:URBN
912728,NASDAQ:FWRD
912764,OTC:KSBI
912766,NASDAQ:LAUR
912767,NASDAQ:UFPI
912892,BMV:TLEVISA/A
912958,NASDAQ:TIGO
913059,BCBA:ABBA
913142,NYSE:BDC
913144,NYSE:RNR
913241,NASDAQ:SHOO
913277,NASDAQ:CLAR
913290,NYSE:FRO
913341,NASDAQ:CFFI
913353,TSX:CIGI
913760,NASDAQ:SNEX
914122,NASDAQ:PPIH
914139,OTC:PRKR
914156,NASDAQ:UFPT
914208,NYSE:IVZ
914475,NASDAQ:NBIX
914712,NASDAQ:STCN
915191,TSX:FFH
915358,NASDAQ:SGMA
915389,NYSE:EMN
915661,OTC:GRLF
915779,NASDAQ:DAKT
915840,NYSE:BZH
915912,NYSE:AVB
915913,NYSE:ALB
916076,NYSE:MLM
916183,NYSE:RCS
916365,NASDAQ:TSCO
916540,NYSE:DAR
916618,NYSE:IIF
916789,NASDAQ:HELE
916793,NASDAQ:SILC
916907,NASDAQ:SMBC
917100,NYSE:IFN
917251,NYSE:ADC
917273,NASDAQ:RMBS
917470,NASDAQ:ZEUS
917491,NASDAQ:FARO
917520,NASDAQ:IART
917851,BMFBOVESPA:VALE3
918251,NASDAQ:MPAA
918541,NASDAQ:NNBR
918545,OTC:BISA
918573,OTC:GRVE
918608,TSX:ELD
918646,NYSE:EXP
918965,NASDAQ:SCSC
919012,NYSE:AEO
919175,OTC:SGMD
919864,NASDAQ:FNWD
919893,NYSE:TDF
920112,NASDAQ:HTLF
920148,NYSE:LH
920371,NYSE:SSD
920427,NASDAQ:UNTY
920522,NYSE:ESS
920760,NYSE:LEN
920822,OMXHEX:OUT1V
920990,OTC:WOWI
921082,NYSE:HIW
921183,NASDAQ:HMNF
921299,NASDAQ:FGEN
921557,NASDAQ:RBCAA
921582,NYSE:IMAX
921638,NASDAQ:SSRM
921671,NYSE:GGT
921738,NASDAQ:PENN
921825,NYSE:FR
922224,NYSE:PPL
922247,NASDAQ:CYTH
922357,BMFBOVESPA:MYPK3
922358,OTC:FGPR
922521,OTC:FALC
922612,OTC:SMIT
922621,NASDAQ:ERIE
922864,NYSE:AIV
923120,NYSE:GBX
923139,NASDAQ:FFIC
923601,NASDAQ:MICS
923796,NYSE:GEO
924095,OTC:MVCO
924168,NASDAQ:EFOI
924383,NASDAQ:GNSS
924396,OTC:OLKR
924515,OTC:GTHP
924613,OMXHEX:NOKIA
924717,NASDAQ:SRDX
924719,NASDAQ:SMID
924805,NASDAQ:FRHC
924822,NYSE:MLR
924901,NYSE:VRE
925528,NASDAQ:HDSN
925660,OTC:FLXT
925683,NYSE:BTO
925741,NASDAQ:BCDA
925779,OTC:HIRU
926282,NASDAQ:ADTN
926326,NASDAQ:OMCL
926423,NASDAQ:MIND
926617,NASDAQ:AWH
926844,OTC:FBDS
927003,NASDAQ:AEIS
927066,NYSE:DVA
927628,NYSE:COF
927653,NYSE:MCK
927719,OTC:DWNX
927971,TSX:BMO
928054,NYSE:FTK
928340,NASDAQ:CWCO
928658,NYSE:CVLG
928876,NASDAQ:TSEM
929008,NYSE:WCC
929058,SSE:600011
929869,LSE:REL
930157,LSE:RTO
930236,NYSE:RWT
930245,OTC:AASP
930420,NYSE:KFRC
930775,OTC:ECIA
930826,EURONEXT:SOLB
931015,NYSE:PII
931059,OTC:RNVA
931148,NYSE:EAF
931427,BCBA:ATGS
931584,NASDAQ:USAP
932021,OTC:GTLL
932417,VIE:FLU
932470,BCBA:ATEC
932695,NYSE:CYD
932696,NASDAQ:NSIT
932781,NASDAQ:FCCO
932787,EURONEXT:STMPA
933034,NASDAQ:STRT
933036,NASDAQ:UPBD
933136,NASDAQ:COOP
933267,BCBA:IR2WC
933738,NASDAQ:ENG
933972,NASDAQ:SCWO
933974,NASDAQ:AZTA
934549,NASDAQ:ACTG
934796,OTC:NWCN
935036,NASDAQ:ACIW
935419,NASDAQ:RICK
935703,NASDAQ:DLTR
936340,NYSE:DTE
936395,NYSE:CIEN
936468,NYSE:LMT
936528,NASDAQ:WAFD
937098,NYSE:TNET
937556,NASDAQ:MASI
937966,EURONEXT:ASML
938323,LSE:PSON
939767,NASDAQ:EXEL
939930,OTC:PYYX
940942,NASDAQ:HUBG
940944,NYSE:DRI
941221,TASE:ICL
942126,NASDAQ:TAIT
942149,TSXV:OCG
942895,OTC:REDW
943034,OTC:AATC
943452,NYSE:WAB
943535,OTC:WHEN
943819,NYSE:RMD
944075,NASDAQ:SCKT
944148,NYSE:CBZ
944480,NASDAQ:GVP
944695,NYSE:THG
944745,NASDAQ:CIVB
944809,NASDAQ:OPK
945114,NYSE:GIC
945394,NASDAQ:SVC
945617,OTC:AMMJ
945828,OTC:AMTY
945841,NASDAQ:POOL
945983,NASDAQ:CLMB
946112,OTC:CDSG
946486,NASDAQ:WINT
946581,NASDAQ:TTWO
946647,NASDAQ:PFC
946673,NASDAQ:BANR
946936,NASDAQ:DSWL
947263,TSX:TD
947484,NASDAQ:ACGL
947559,NYSE:FBMS
948320,NASDAQ:LFMD
948368,OTC:PSBQ
948401,SIX:CFR
948708,NASDAQ:SMSI
949039,NYSE:DO
949157,NASDAQ:CENX
949858,NASDAQ:ACHV
949870,NYSE:SAM
1000045,NASDAQ:NICK
1000177,NYSE:NAT
1000184,XETR:SAP
1000209,NASDAQ:MFIN
1000228,NASDAQ:HSIC
1000230,NASDAQ:OCC
1000275,TSX:RY
1000298,OTC:IMPM
1000623,NYSE:MATV
1000683,OTC:BDRL
1000694,NASDAQ:NVAX
1000697,NYSE:WAT
1000753,NYSE:NSP
1001085,NYSE:BN
1001115,NASDAQ:GEOS
1001171,NASDAQ:BYFC
1001233,NASDAQ:SGMO
1001250,NYSE:EL
1001290,NYSE:BAP
1001316,NASDAQ:TGTX
1001385,NASDAQ:NWPX
1001474,EURONEXT:KPN
1001601,OTC:MGTI
1001807,IDX:TLKM
1001838,NYSE:SCCO
1001902,NASDAQ:IVAC
1001907,NASDAQ:ASTC
1002047,NASDAQ:NTAP
1002242,MIL:ENI
1002590,NYSE:SGU
1002638,TSX:OTEX
1002771,OTC:IGPK
1002910,NYSE:AEE
1003078,NYSE:MSM
1003935,TASE:NICE
1004315,LSE:NG.
1004434,NYSE:AMG
1004530,TSX:MPVD
1004702,NASDAQ:OCFC
1004724,AMEX:RHE
1004980,NYSE:PCG
1004989,NASDAQ:SGRP
1005210,NYSE:SPH
1005229,NASDAQ:CMCO
1005284,NASDAQ:OLED
1005286,NASDAQ:LFCR
1005516,NASDAQ:BOSC
1005731,NYSE:IDT
1005757,NASDAQ:CSGS
1006028,OTC:PURE
1006045,NASDAQ:IRIX
1006830,OTC:CBKM
1006837,NYSE:VATE
1007019,NASDAQ:JVA
1007273,OTC:BKSC
1007587,NASDAQ:KVHI
1008586,NASDAQ:STRM
1008653,OTC:EMAX
1008654,NYSE:TUP
1009001,NYSE:CCJ
1009829,NASDAQ:JAKK
1009919,OTC:IVHI
1009922,TSX:SFD
1010000,TSX:RUP
1010086,NASDAQ:SIGA
1010134,OTC:ICTSF
1010470,NASDAQ:PROV
1011060,OTC:NORD
1011662,OTC:GDSI
1012019,NASDAQ:RUSHA
1012037,EURONEXT:SGO
1012100,NYSE:SEE
1012139,SSE:601333
1012477,NASDAQ:AVDL
1013131,BVL:BUENAVC1
1013237,NYSE:FDS
1013272,NASDAQ:NWFL
1013462,NASDAQ:ANSS
1013488,NASDAQ:BJRI
1013605,TSX:PD
1013706,NASDAQ:WHLM
1013857,NASDAQ:PEGA
1013871,NYSE:NRG
1013880,NASDAQ:TTEC
1013934,NASDAQ:STRA
1014052,OTC:DTGI
1014111,OTC:GLAE
1014473,NASDAQ:VRSN
1014739,NASDAQ:OPCH
1014763,NASDAQ:AIMD
1015155,NASDAQ:CTHR
1015328,NASDAQ:WTFC
1015383,NASDAQ:POWW
1015647,OTC:AAUAF
1015650,KRX:017670
1015739,NASDAQ:AWRE
1015820,NYSE:QGEN
1015922,NASDAQ:CHKP
1016178,NASDAQ:CARV
1016281,NYSE:CSV
1016504,OTC:INBP
1016838,NASDAQ:RDCM
1017303,NASDAQ:TACT
1017413,TSX:CNQ
1017491,NASDAQ:SEEL
1017655,OTC:PAYD
1018164,NASDAQ:WLFC
1018399,NASDAQ:EBTC
1018724,NASDAQ:AMZN
1018735,OTC:NYMXF
1018840,NYSE:ANF
1018963,NYSE:ATI
1018979,NASDAQ:AMSF
1019034,NASDAQ:BKYI
1019671,OTC:SEAC
1019849,NYSE:PAG
1020214,NASDAQ:CERS
1020569,NYSE:IRM
1020710,NASDAQ:DXPE
1020859,NYSE:UNFI
1021020,VIE:VER
1021162,NYSE:TGI
1021561,NYSE:NUS
1021635,NYSE:OGE
1021860,NYSE:NOV
1021917,OTC:AWCA
1022079,NYSE:DGX
1022321,NYSE:GEL
1022408,NASDAQ:PLUS
1022505,OTC:SDCH
1022652,NASDAQ:INSG
1022671,NASDAQ:STLD
1022837,TSE:8316
1022899,NASDAQ:PTIX
1023024,NASDAQ:ANIP
1023128,NYSE:LAD
1023313,NASDAQ:FORR
1023459,NASDAQ:SLP
1023512,JSE:DRD
1023514,JSE:HAR
1023549,TASE:XTLB
1023731,NASDAQ:EGHT
1023994,NASDAQ:SGBX
1024305,NYSE:COTY
1024478,NYSE:ROK
1024672,NASDAQ:ELTK
1024795,NYSE:HLIO
1025378,NYSE:WPC
1025771,OTC:WHLT
1025835,NASDAQ:EFSC
1025996,NYSE:KRC
1026214,OTC:FMCC
1026662,NASDAQ:CLWT
1026785,NASDAQ:HIHO
1026980,NASDAQ:APWC
1027552,BCS:BSANTANDER
1027664,TASE:ESLT
1027838,NASDAQ:TCMD
1028357,TSXV:BTT
1028918,NASDAQ:PPBI
1029125,OTC:PBLA
1029142,NASDAQ:DVAX
1029145,NASDAQ:GOGL
1029199,NASDAQ:EEFT
1029744,OTC:SOFO
1030469,NYSE:OFG
1030471,NASDAQ:UTSI
1030475,SSE:600115
1030894,TSX:CLS
1030997,NASDAQ:WILC
1031093,TSX:SVB
1031203,NYSE:GPI
1031235,NASDAQ:SELF
1031296,NYSE:FE
1031308,NASDAQ:BSY
1031623,NASDAQ:GIFI
1032033,NASDAQ:SLM
1032208,NYSE:SRE
1032220,NYSE:MMS
1032975,SIX:LOGN
1033767,TWSE:2303
1034054,NASDAQ:SBAC
1034665,NYSE:MHD
1034670,NYSE:ALV
1034842,NASDAQ:RIGL
1034957,BCBA:ACRE
1035002,NYSE:VLO
1035092,NASDAQ:SHBI
1035201,NYSE:CWT
1035267,NASDAQ:ISRG
1035354,OTC:ELOX
1035443,NYSE:ARE
1035983,NYSE:FIX
1036044,NASDAQ:INVE
1037038,NYSE:RL
1037540,NYSE:BXP
1037646,NYSE:MTD
1037676,NYSE:ARCH
1037868,NYSE:AME
1037976,NYSE:JLL
1038074,NASDAQ:SLAB
1038143,EURONEXT:ORA
1038186,NYSE:MHN
1038277,OTC:INIS
1038572,BMFBOVESPA:PCAR3
1038683,TURQUOISE:RYAI
1038773,NYSE:SMBK
1039065,NASDAQ:OSIS
1039280,NASDAQ:NTWK
1039399,NASDAQ:FORM
1039466,OTC:XSNX
1039610,EURONEXT:EDP
1039684,NYSE:OKE
1039765,EURONEXT:INGA
1040130,NASDAQ:PETS
1040161,NASDAQ:PXLW
1040470,NASDAQ:AEHR
1040829,NYSE:RHP
1040896,NASDAQ:IDN
1040971,NYSE:SLG
1041024,NASDAQ:RMTI
1041061,NYSE:YUM
1041368,NASDAQ:RVSB
1041514,NASDAQ:LSAK
1041633,OTC:FTRS
1041657,NASDAQ:UONE
1041668,SSE:600029
1041792,BMFBOVESPA:CPLE3
1041803,NASDAQ:PSMT
1041859,NASDAQ:PLCE
1041934,NASDAQ:EDAP
1042046,NYSE:AFG
1042187,NASDAQ:YHGJ
1042418,OTC:INTI
1042729,NASDAQ:MBWM
1042776,NYSE:PDM
1042893,NYSE:DRQ
1043000,NYSE:SNDA
1043150,OTC:EEGI
1043186,NASDAQ:SLNG
1043219,NYSE:NLY
1043277,NASDAQ:CHRW
1043337,NYSE:SRI
1043509,NYSE:SAH
1043604,NYSE:JNPR
1043894,OTC:WOEN
1043961,NASDAQ:PRPO
1044378,OTC:BIOCQ
1044777,NASDAQ:OSPN
1045450,NYSE:EPR
1045520,TSX:CM
1045609,NYSE:PLD
1045742,NASDAQ:LIVE
1045810,NASDAQ:NVDA
1045942,OTC:TRCK
1045986,TASE:FORTY
1046025,NASDAQ:HFWA
1046050,NASDAQ:TSBK
1046102,TSX:RBA
1046179,TWSE:2330
1046257,NYSE:INGR
1046311,NYSE:CHH
1046568,NASDAQ:PRDO
1047127,NASDAQ:AMKR
1047340,NYSE:FDP
1047716,BCS:LTM
1047862,NYSE:ED
1048268,NASDAQ:IESC
1048286,NASDAQ:MAR
1048477,NASDAQ:BMRN
1048695,NASDAQ:FFIV
1048911,NYSE:FDX
1049011,OTC:KDCE
1049502,NASDAQ:MKSI
1049521,NASDAQ:MRCY
1049659,BMFBOVESPA:CSNA3
1049782,NASDAQ:BRKL
1050140,TSX:DSG
1050377,NASDAQ:CNXN
1050441,NASDAQ:EGBN
1050446,NASDAQ:MSTR
1050606,OTC:SALM
1050743,NASDAQ:PGC
1050797,NASDAQ:COLM
1050825,NYSE:SCS
1050915,NYSE:PWR
1050952,EURONEXT:PUB
1051003,NYSE:DSU
1051004,NYSE:MUC
1051470,NYSE:CCI
1051512,NYSE:TDS
1051514,NASDAQ:SSKN
1051627,NASDAQ:AXTI
1052054,OTC:EVOL
1052752,NYSE:GTY
1053092,NASDAQ:USOI
1053352,NASDAQ:HTBK
1053369,OTC:ELTP
1053507,NYSE:AMT
1053691,NASDAQ:CRVO
1053706,NASDAQ:CRAI
1053988,NYSE:MUJ
1054102,OTC:IDXG
1054905,NASDAQ:IOSP
1055160,NYSE:MFA
1055726,NASDAQ:INO
1056285,NASDAQ:KIRK
1056288,NYSE:FHI
1056358,NASDAQ:MTEX
1056696,NASDAQ:MANH
1056903,NYSE:AWR
1056943,NASDAQ:PFIS
1057060,NYSE:HZO
1057352,NASDAQ:CSGP
1057379,NASDAQ:HCKT
1057706,NYSE:FBP
1057861,NYSE:DHF
1057877,NYSE:IDA
1058090,NYSE:CMG
1058239,NYSE:HIX
1058290,NASDAQ:CTSH
1058307,NASDAQ:NXPL
1058623,NASDAQ:CMLS
1058811,NASDAQ:IMMR
1058867,NYSE:GNTY
1059142,NYSE:GHI
1059213,OTC:BXSY
1059262,OTC:CRLKP
1059386,NYSE:VVR
1059556,NYSE:MCO
1060349,OTC:GAMI
1060391,NYSE:RSG
1060822,NYSE:CRI
1060888,OTC:LQWC
1060955,NASDAQ:ICLR
1061027,NASDAQ:VIRX
1061164,OTC:PGID
1061219,NYSE:EPD
1061574,TSX:GIB.A
1061612,TSXV:JJ
1061630,NYSE:BXMT
1061736,BMV:FEMSA/UB
1061894,TSX:GIL
1061983,NASDAQ:CYTK
1062066,EURONEXT:ALO
1062128,OTC:MNKA
1062231,NYSE:AXL
1062506,OTC:ALDA
1062579,NASDAQ:DOX
1062822,NASDAQ:LXRX
1063537,OTC:RIBT
1063761,NYSE:SPG
1064722,OTC:GMPW
1064728,NYSE:BTU
1065088,NASDAQ:EBAY
1065280,NASDAQ:NFLX
1065696,NASDAQ:LKQ
1065837,NYSE:SKX
1066119,BMFBOVESPA:VIVT3
1066130,CSE:FE
1066194,NASDAQ:EGAN
1066605,NASDAQ:HSII
1066684,OTC:TGLO
1066719,OTC:TIHE
1066764,OTC:BTTC
1066923,NASDAQ:FTFT
1067294,NASDAQ:CBRL
1067318,XETR:MBG
1067491,NSE:INFY
1067701,NYSE:URI
1067837,OTC:AUDAQ
1067839,NASDAQ:QQQ
1068618,OTC:GVSI
1068689,OTC:ATDS
1068851,NYSE:PB
1068897,OTC:FXBY
1069157,NASDAQ:EWBC
1069183,NASDAQ:AXON
1069202,NYSE:LII
1069258,NASDAQ:KTOS
1069347,SIX:SGSN
1069530,NASDAQ:SAVA
1069533,NASDAQ:RGCO
1069878,NYSE:TREX
1069899,NASDAQ:PAHC
1070050,NASDAQ:APCX
1070081,NASDAQ:PTCT
1070235,TSX:BB
1070296,NASDAQ:FCAP
1070304,TSE:8591
1070412,NYSE:CNX
1070423,NASDAQ:PAA
1070494,NASDAQ:ACAD
1070524,NASDAQ:GCBC
1070680,NASDAQ:CFBK
1070732,NYSE:EVF
1070750,NASDAQ:HST
1070985,NYSE:CXW
1071236,NASDAQ:RRBI
1071255,NASDAQ:GDEN
1071321,BIST:TCELL
1071371,BVC:BCOLOMBIA
1071438,BMFBOVESPA:BRKM3
1071739,NYSE:CNC
1071840,OTC:WNDW
1071899,NYSE:MUE
1072379,OTC:NWBO
1072627,NYSE:KFS
1072725,TSXV:GRZ
1073404,BMFBOVESPA:GGBR3
1073748,OTC:YUMM
1074540,NYSE:EVN
1074769,NYSE:NAN
1074871,NASDAQ:MODD
1074902,NASDAQ:LCNB
1074952,NYSE:NAC
1075124,TSX:TRI
1075415,NASDAQ:DHC
1075531,NASDAQ:BKNG
1075706,OTC:CIZN
1075736,NASDAQ:CXDO
1075880,NASDAQ:KZIA
1076378,BMV:CEMEX/A
1076682,OTC:RGTPQ
1076691,OTC:OSBK
1076930,NASDAQ:NOVT
1077183,NASDAQ:NEO
1077428,NASDAQ:TCBI
1077640,TSXV:WML
1077688,NASDAQ:HOFT
1078075,NASDAQ:NTCT
1078271,NASDAQ:EXTR
1078642,EURONEXT:CA
1078799,OTC:MCOA
1080014,NASDAQ:INVA
1080319,OTC:ELYS
1080340,NASDAQ:LOAN
1080448,OTC:PGOL
1080657,NASDAQ:SQFT
1080720,NYSE:GUT
1081188,OTC:GEGP
1081834,OTC:KUBR
1081938,OTC:CPMD
1082038,NASDAQ:DRRX
1082324,NYSE:VHC
1082554,NASDAQ:UTHR
1082733,OTC:VISM
1083220,NASDAQ:XELB
1083301,NASDAQ:WULF
1083446,NASDAQ:ASTH
