"currency-id","typespecs"
"XTVCKP3R","${symbolinfo.typespecs},defi"
"XTVCKRO","${symbolinfo.typespecs},defi"
"XTVCKROM","${symbolinfo.typespecs},defi"
"XTVCKSP","${symbolinfo.typespecs},defi"
"XTVCKYVE","${symbolinfo.typespecs},defi"
"XTVCL2","${symbolinfo.typespecs},defi"
"XTVCLAI","${symbolinfo.typespecs},defi"
"XTVCLAIKA","${symbolinfo.typespecs},defi"
"XTVCLAY3R","${symbolinfo.typespecs},defi"
"XTVCLAYER","${symbolinfo.typespecs},defi"
"XTVCLAYER","${symbolinfo.typespecs},defi"
"XTVCLBTC","${symbolinfo.typespecs},defi"
"XTVCLDO","${symbolinfo.typespecs},defi"
"XTVCLEND","${symbolinfo.typespecs},defi"
"XTVCLENDS","${symbolinfo.typespecs},defi"
"XTVCLEVER","${symbolinfo.typespecs},defi"
"XTVCLF","${symbolinfo.typespecs},defi"
"XTVCLFW","${symbolinfo.typespecs},defi"
"XTVCLIME","${symbolinfo.typespecs},defi"
"XTVCLINA","${symbolinfo.typespecs},defi"
"XTVCLINK","${symbolinfo.typespecs},defi"
"XTVCLISTA","${symbolinfo.typespecs},defi"
"XTVCLISUSD","${symbolinfo.typespecs},defi"
"XTVCLIT","${symbolinfo.typespecs},defi"
"XTVCLITT","${symbolinfo.typespecs},defi"
"XTVCLKN","${symbolinfo.typespecs},defi"
"XTVCLL","${symbolinfo.typespecs},defi"
"XTVCLN","${symbolinfo.typespecs},defi"
"XTVCLNR","${symbolinfo.typespecs},defi"
"XTVCLOCUS","${symbolinfo.typespecs},defi"
"XTVCLOGX","${symbolinfo.typespecs},defi"
"XTVCLON","${symbolinfo.typespecs},defi"
"XTVCLOOM","${symbolinfo.typespecs},defi"
"XTVCLOT","${symbolinfo.typespecs},defi"
"XTVCLQTY","${symbolinfo.typespecs},defi"
"XTVCLSD","${symbolinfo.typespecs},defi"
"XTVCLSETH","${symbolinfo.typespecs},defi"
"XTVCLTP","${symbolinfo.typespecs},defi"
"XTVCLTX","${symbolinfo.typespecs},defi"
"XTVCLUA","${symbolinfo.typespecs},defi"
"XTVCLUNC","${symbolinfo.typespecs},defi"
"XTVCLUSD","${symbolinfo.typespecs},defi"
"XTVCLYRA","${symbolinfo.typespecs},defi"
"XTVCLYX","${symbolinfo.typespecs},defi"
"XTVCM-BTC","${symbolinfo.typespecs},defi"
"XTVCM87","${symbolinfo.typespecs},defi"
"XTVCMAHA","${symbolinfo.typespecs},defi"
"XTVCMAN","${symbolinfo.typespecs},defi"
"XTVCMAPO","${symbolinfo.typespecs},defi"
"XTVCMARSH","${symbolinfo.typespecs},defi"
"XTVCMASA","${symbolinfo.typespecs},defi"
"XTVCMAT","${symbolinfo.typespecs},defi"
"XTVCMATICX","${symbolinfo.typespecs},defi"
"XTVCMAUSDT_LISTA","${symbolinfo.typespecs},defi"
"XTVCMAV","${symbolinfo.typespecs},defi"
"XTVCMAY","${symbolinfo.typespecs},defi"
"XTVCMAZZE","${symbolinfo.typespecs},defi"
"XTVCMBD","${symbolinfo.typespecs},defi"
"XTVCMBOX","${symbolinfo.typespecs},defi"
"XTVCMC","${symbolinfo.typespecs},defi"
"XTVCMCB","${symbolinfo.typespecs},defi"
"XTVCMCDX","${symbolinfo.typespecs},defi"
"XTVCMCT","${symbolinfo.typespecs},defi"
"XTVCMDX","${symbolinfo.typespecs},defi"
"XTVCMEOW","${symbolinfo.typespecs},defi"
"XTVCMET","${symbolinfo.typespecs},defi"
"XTVCMETAX","${symbolinfo.typespecs},defi"
"XTVCMETH","${symbolinfo.typespecs},defi"
"XTVCMF","${symbolinfo.typespecs},defi"
"XTVCMFG","${symbolinfo.typespecs},defi"
"XTVCMFT","${symbolinfo.typespecs},defi"
"XTVCMIBNB","${symbolinfo.typespecs},defi"
"XTVCMICRO","${symbolinfo.typespecs},defi"
"XTVCMILK","${symbolinfo.typespecs},defi"
"XTVCMIN","${symbolinfo.typespecs},defi"
"XTVCMINA","${symbolinfo.typespecs},defi"
"XTVCMIND","${symbolinfo.typespecs},defi"
"XTVCMIR","${symbolinfo.typespecs},defi"
"XTVCMIS","${symbolinfo.typespecs},defi"
"XTVCMITH","${symbolinfo.typespecs},defi"
"XTVCMITO","${symbolinfo.typespecs},defi"
"XTVCMJT","${symbolinfo.typespecs},defi"
"XTVCMKR","${symbolinfo.typespecs},defi"
"XTVCML","${symbolinfo.typespecs},defi"
"XTVCMLN","${symbolinfo.typespecs},defi"
"XTVCMM","${symbolinfo.typespecs},defi"
"XTVCMMO","${symbolinfo.typespecs},defi"
"XTVCMNGO","${symbolinfo.typespecs},defi"
"XTVCMOE","${symbolinfo.typespecs},defi"
"XTVCMONI","${symbolinfo.typespecs},defi"
"XTVCMOOV","${symbolinfo.typespecs},defi"
"XTVCMORPHO","${symbolinfo.typespecs},defi"
"XTVCMOZ","${symbolinfo.typespecs},defi"
"XTVCMPC","${symbolinfo.typespecs},defi"
"XTVCMPH","${symbolinfo.typespecs},defi"
"XTVCMRX","${symbolinfo.typespecs},defi"
"XTVCMSOL","${symbolinfo.typespecs},defi"
"XTVCMSTRX","${symbolinfo.typespecs},defi"
"XTVCMTA","${symbolinfo.typespecs},defi"
"XTVCMTH","${symbolinfo.typespecs},defi"
"XTVCMTR","${symbolinfo.typespecs},defi"
"XTVCMTRG","${symbolinfo.typespecs},defi"
"XTVCMTV","${symbolinfo.typespecs},defi"
"XTVCMUBI","${symbolinfo.typespecs},defi"
"XTVCMUTE","${symbolinfo.typespecs},defi"
"XTVCMVI","${symbolinfo.typespecs},defi"
"XTVCMYX","${symbolinfo.typespecs},defi"
"XTVCNAVI","${symbolinfo.typespecs},defi"
"XTVCNAVX","${symbolinfo.typespecs},defi"
"XTVCNCASH","${symbolinfo.typespecs},defi"
"XTVCNCN","${symbolinfo.typespecs},defi"
"XTVCNCT","${symbolinfo.typespecs},defi"
"XTVCNDX","${symbolinfo.typespecs},defi"
"XTVCNEO","${symbolinfo.typespecs},defi"
"XTVCNEON","${symbolinfo.typespecs},defi"
"XTVCNEOX","${symbolinfo.typespecs},defi"
"XTVCNEST","${symbolinfo.typespecs},defi"
"XTVCNETT","${symbolinfo.typespecs},defi"
"XTVCNETZ","${symbolinfo.typespecs},defi"
"XTVCNEU","${symbolinfo.typespecs},defi"
"XTVCNEUROS","${symbolinfo.typespecs},defi"
"XTVCNEX","${symbolinfo.typespecs},defi"
"XTVCNEXA","${symbolinfo.typespecs},defi"
"XTVCNEXUS","${symbolinfo.typespecs},defi"
"XTVCNFP","${symbolinfo.typespecs},defi"
"XTVCNFTD","${symbolinfo.typespecs},defi"
"XTVCNGM","${symbolinfo.typespecs},defi"
"XTVCNIBI","${symbolinfo.typespecs},defi"
"XTVCNILA","${symbolinfo.typespecs},defi"
"XTVCNIM","${symbolinfo.typespecs},defi"
"XTVCNLK","${symbolinfo.typespecs},defi"
"XTVCNMR","${symbolinfo.typespecs},defi"
"XTVCNMX","${symbolinfo.typespecs},defi"
"XTVCNODE","${symbolinfo.typespecs},defi"
"XTVCNOTE","${symbolinfo.typespecs},defi"
"XTVCNRK","${symbolinfo.typespecs},defi"
"XTVCNRV","${symbolinfo.typespecs},defi"
"XTVCNSURE","${symbolinfo.typespecs},defi"
"XTVCNTRN","${symbolinfo.typespecs},defi"
"XTVCNUM","${symbolinfo.typespecs},defi"
"XTVCNVDAX","${symbolinfo.typespecs},defi"
"XTVCNVT","${symbolinfo.typespecs},defi"
"XTVCNVX","${symbolinfo.typespecs},defi"
"XTVCNXPC","${symbolinfo.typespecs},defi"
"XTVCNYM","${symbolinfo.typespecs},defi"
"XTVCNYS","${symbolinfo.typespecs},defi"
"XTVCO4DX","${symbolinfo.typespecs},defi"
"XTVCOBI","${symbolinfo.typespecs},defi"
"XTVCOCEAN","${symbolinfo.typespecs},defi"
"XTVCOCTA","${symbolinfo.typespecs},defi"
"XTVCOCTO","${symbolinfo.typespecs},defi"
"XTVCODDZ","${symbolinfo.typespecs},defi"
"XTVCODIN","${symbolinfo.typespecs},defi"
"XTVCODOS","${symbolinfo.typespecs},defi"
"XTVCOFN","${symbolinfo.typespecs},defi"
"XTVCOFT","${symbolinfo.typespecs},defi"
"XTVCOGN","${symbolinfo.typespecs},defi"
"XTVCOGPU","${symbolinfo.typespecs},defi"
"XTVCOHM","${symbolinfo.typespecs},defi"
"XTVCOLT","${symbolinfo.typespecs},defi"
"XTVCOMAX","${symbolinfo.typespecs},defi"
"XTVCOMG","${symbolinfo.typespecs},defi"
"XTVCOMNI","${symbolinfo.typespecs},defi"
"XTVCOMNIA","${symbolinfo.typespecs},defi"
"XTVCONF","${symbolinfo.typespecs},defi"
"XTVCONION","${symbolinfo.typespecs},defi"
"XTVCONT","${symbolinfo.typespecs},defi"
"XTVCONX","${symbolinfo.typespecs},defi"
"XTVCOOE","${symbolinfo.typespecs},defi"
"XTVCOPENAI","${symbolinfo.typespecs},defi"
"XTVCOPIUM","${symbolinfo.typespecs},defi"
"XTVCOPT","${symbolinfo.typespecs},defi"
"XTVCOPUL","${symbolinfo.typespecs},defi"
"XTVCORAI","${symbolinfo.typespecs},defi"
"XTVCORBS","${symbolinfo.typespecs},defi"
"XTVCORCA","${symbolinfo.typespecs},defi"
"XTVCORCAI","${symbolinfo.typespecs},defi"
"XTVCORION","${symbolinfo.typespecs},defi"
"XTVCORN","${symbolinfo.typespecs},defi"
"XTVCORNJ","${symbolinfo.typespecs},defi"
"XTVCORT","${symbolinfo.typespecs},defi"
"XTVCOSETH","${symbolinfo.typespecs},defi"
"XTVCOUSD","${symbolinfo.typespecs},defi"
"XTVCOVPP","${symbolinfo.typespecs},defi"
"XTVCOXY","${symbolinfo.typespecs},defi"
"XTVCOZK","${symbolinfo.typespecs},defi"
"XTVCP3D","${symbolinfo.typespecs},defi"
"XTVCPAC","${symbolinfo.typespecs},defi"
"XTVCPAID","${symbolinfo.typespecs},defi"
"XTVCPANDORA","${symbolinfo.typespecs},defi"
"XTVCPART","${symbolinfo.typespecs},defi"
"XTVCPAW","${symbolinfo.typespecs},defi"
"XTVCPBR","${symbolinfo.typespecs},defi"
"XTVCPBTC","${symbolinfo.typespecs},defi"
"XTVCPBX","${symbolinfo.typespecs},defi"
"XTVCPDEX","${symbolinfo.typespecs},defi"
"XTVCPEAK","${symbolinfo.typespecs},defi"
"XTVCPELL","${symbolinfo.typespecs},defi"
"XTVCPEN","${symbolinfo.typespecs},defi"
"XTVCPENDLE","${symbolinfo.typespecs},defi"
"XTVCPEP","${symbolinfo.typespecs},defi"
"XTVCPERP","${symbolinfo.typespecs},defi"
"XTVCPERRY","${symbolinfo.typespecs},defi"
"XTVCPEX","${symbolinfo.typespecs},defi"
"XTVCPHTR","${symbolinfo.typespecs},defi"
"XTVCPICA","${symbolinfo.typespecs},defi"
"XTVCPICKLE","${symbolinfo.typespecs},defi"
"XTVCPIE","${symbolinfo.typespecs},defi"
"XTVCPIN","${symbolinfo.typespecs},defi"
"XTVCPIVX","${symbolinfo.typespecs},defi"
"XTVCPKF","${symbolinfo.typespecs},defi"
"XTVCPKR","${symbolinfo.typespecs},defi"
"XTVCPLD","${symbolinfo.typespecs},defi"
"XTVCPLI","${symbolinfo.typespecs},defi"
"XTVCPLOT","${symbolinfo.typespecs},defi"
"XTVCPLR","${symbolinfo.typespecs},defi"
"XTVCPLX","${symbolinfo.typespecs},defi"
"XTVCPNDR","${symbolinfo.typespecs},defi"
"XTVCPNG","${symbolinfo.typespecs},defi"
"XTVCPNT","${symbolinfo.typespecs},defi"
"XTVCPOA","${symbolinfo.typespecs},defi"
"XTVCPOLK","${symbolinfo.typespecs},defi"
"XTVCPOLS","${symbolinfo.typespecs},defi"
"XTVCPOND","${symbolinfo.typespecs},defi"
"XTVCPONKE","${symbolinfo.typespecs},defi"
"XTVCPOOL","${symbolinfo.typespecs},defi"
"XTVCPORTAL","${symbolinfo.typespecs},defi"
"XTVCPORTX","${symbolinfo.typespecs},defi"
"XTVCPPAY","${symbolinfo.typespecs},defi"
"XTVCPPC","${symbolinfo.typespecs},defi"
"XTVCPREMIA","${symbolinfo.typespecs},defi"
"XTVCPRIDE","${symbolinfo.typespecs},defi"
"XTVCPRISMA","${symbolinfo.typespecs},defi"
"XTVCPRIVIX","${symbolinfo.typespecs},defi"
"XTVCPRO","${symbolinfo.typespecs},defi"
"XTVCPRQ","${symbolinfo.typespecs},defi"
"XTVCPRX","${symbolinfo.typespecs},defi"
"XTVCPSB","${symbolinfo.typespecs},defi"
"XTVCPSP","${symbolinfo.typespecs},defi"
"XTVCPSTAKE","${symbolinfo.typespecs},defi"
"XTVCPSWAP","${symbolinfo.typespecs},defi"
"XTVCPTEK","${symbolinfo.typespecs},defi"
"XTVCPTF","${symbolinfo.typespecs},defi"
"XTVCPUFETH","${symbolinfo.typespecs},defi"
"XTVCPUFF","${symbolinfo.typespecs},defi"
"XTVCPUMP","${symbolinfo.typespecs},defi"
"XTVCPUMPBTC","${symbolinfo.typespecs},defi"
"XTVCPUSH","${symbolinfo.typespecs},defi"
"XTVCPYTH","${symbolinfo.typespecs},defi"
"XTVCPZETH","${symbolinfo.typespecs},defi"
"XTVCQ","${symbolinfo.typespecs},defi"
"XTVCQANX","${symbolinfo.typespecs},defi"
"XTVCQGOV","${symbolinfo.typespecs},defi"
"XTVCQI","${symbolinfo.typespecs},defi"
"XTVCQNT","${symbolinfo.typespecs},defi"
"XTVCQORPO","${symbolinfo.typespecs},defi"
"XTVCQQQX","${symbolinfo.typespecs},defi"
"XTVCQST","${symbolinfo.typespecs},defi"
"XTVCQTLX","${symbolinfo.typespecs},defi"
"XTVCQTUM","${symbolinfo.typespecs},defi"
"XTVCQUACK","${symbolinfo.typespecs},defi"
"XTVCQUICK","${symbolinfo.typespecs},defi"
"XTVCRABBIT","${symbolinfo.typespecs},defi"
"XTVCRABI","${symbolinfo.typespecs},defi"
"XTVCRADIO","${symbolinfo.typespecs},defi"
"XTVCRAGE","${symbolinfo.typespecs},defi"
"XTVCRAI","${symbolinfo.typespecs},defi"
"XTVCRAIN","${symbolinfo.typespecs},defi"
"XTVCRAM","${symbolinfo.typespecs},defi"
"XTVCRAMEN","${symbolinfo.typespecs},defi"
"XTVCRAMP","${symbolinfo.typespecs},defi"
"XTVCRAY","${symbolinfo.typespecs},defi"
"XTVCRAZOR","${symbolinfo.typespecs},defi"
"XTVCRBC","${symbolinfo.typespecs},defi"
"XTVCRBN","${symbolinfo.typespecs},defi"
"XTVCRBTC","${symbolinfo.typespecs},defi"
"XTVCRBX","${symbolinfo.typespecs},defi"
"XTVCRCKT","${symbolinfo.typespecs},defi"
"XTVCRCN","${symbolinfo.typespecs},defi"
"XTVCRDN","${symbolinfo.typespecs},defi"
"XTVCRDNT","${symbolinfo.typespecs},defi"
"XTVCRECORD","${symbolinfo.typespecs},defi"
"XTVCRED","${symbolinfo.typespecs},defi"
"XTVCREN","${symbolinfo.typespecs},defi"
"XTVCRENBTC","${symbolinfo.typespecs},defi"
"XTVCRENDER","${symbolinfo.typespecs},defi"
"XTVCREP","${symbolinfo.typespecs},defi"
"XTVCREQ","${symbolinfo.typespecs},defi"
"XTVCRESOLV","${symbolinfo.typespecs},defi"
"XTVCRETH","${symbolinfo.typespecs},defi"
"XTVCRETIK","${symbolinfo.typespecs},defi"
"XTVCREV","${symbolinfo.typespecs},defi"
"XTVCREZ","${symbolinfo.typespecs},defi"
"XTVCRFL","${symbolinfo.typespecs},defi"
"XTVCRGT","${symbolinfo.typespecs},defi"
"XTVCRHEA","${symbolinfo.typespecs},defi"
"XTVCRIDE","${symbolinfo.typespecs},defi"
"XTVCRING","${symbolinfo.typespecs},defi"
"XTVCRION","${symbolinfo.typespecs},defi"
"XTVCRISE","${symbolinfo.typespecs},defi"
"XTVCRIZE","${symbolinfo.typespecs},defi"
"XTVCRLC","${symbolinfo.typespecs},defi"
"XTVCRLY","${symbolinfo.typespecs},defi"
"XTVCROOK","${symbolinfo.typespecs},defi"
"XTVCROOM","${symbolinfo.typespecs},defi"
"XTVCROSX","${symbolinfo.typespecs},defi"
"XTVCRPL","${symbolinfo.typespecs},defi"
"XTVCRSETH","${symbolinfo.typespecs},defi"
"XTVCRSR","${symbolinfo.typespecs},defi"
"XTVCRSTK","${symbolinfo.typespecs},defi"
"XTVCRSWETH","${symbolinfo.typespecs},defi"
"XTVCRTK","${symbolinfo.typespecs},defi"
"XTVCRTX","${symbolinfo.typespecs},defi"
"XTVCRUNE","${symbolinfo.typespecs},defi"
"XTVCRUNE","${symbolinfo.typespecs},defi"
"XTVCRVF","${symbolinfo.typespecs},defi"
"XTVCRWA","${symbolinfo.typespecs},defi"
"XTVCRXD","${symbolinfo.typespecs},defi"
"XTVCRZR","${symbolinfo.typespecs},defi"
"XTVCSABLE","${symbolinfo.typespecs},defi"
"XTVCSAFE","${symbolinfo.typespecs},defi"
"XTVCSAI","${symbolinfo.typespecs},defi"
"XTVCSAITO","${symbolinfo.typespecs},defi"
"XTVCSAKE","${symbolinfo.typespecs},defi"
"XTVCSAUCE","${symbolinfo.typespecs},defi"
"XTVCSAVAX","${symbolinfo.typespecs},defi"
"XTVCSAVM","${symbolinfo.typespecs},defi"
"XTVCSBR","${symbolinfo.typespecs},defi"
"XTVCSCA","${symbolinfo.typespecs},defi"
"XTVCSCPT","${symbolinfo.typespecs},defi"
"XTVCSCRVUSD","${symbolinfo.typespecs},defi"
"XTVCSD","${symbolinfo.typespecs},defi"
"XTVCSDAO","${symbolinfo.typespecs},defi"
"XTVCSDEX","${symbolinfo.typespecs},defi"
"XTVCSDN","${symbolinfo.typespecs},defi"
"XTVCSDT","${symbolinfo.typespecs},defi"
"XTVCSEA","${symbolinfo.typespecs},defi"
"XTVCSEAM","${symbolinfo.typespecs},defi"
"XTVCSECT","${symbolinfo.typespecs},defi"
"XTVCSEND","${symbolinfo.typespecs},defi"
"XTVCSEOR","${symbolinfo.typespecs},defi"
"XTVCSETH","${symbolinfo.typespecs},defi"
"XTVCSETH2","${symbolinfo.typespecs},defi"
"XTVCSFI","${symbolinfo.typespecs},defi"
"XTVCSFI","${symbolinfo.typespecs},defi"
"XTVCSFRXETH","${symbolinfo.typespecs},defi"
"XTVCSFRXUSD","${symbolinfo.typespecs},defi"
"XTVCSHADOW","${symbolinfo.typespecs},defi"
"XTVCSHARE","${symbolinfo.typespecs},defi"
"XTVCSHFT","${symbolinfo.typespecs},defi"
"XTVCSHND","${symbolinfo.typespecs},defi"
"XTVCSHOE","${symbolinfo.typespecs},defi"
"XTVCSHOOT","${symbolinfo.typespecs},defi"
"XTVCSHROOM","${symbolinfo.typespecs},defi"
"XTVCSIN","${symbolinfo.typespecs},defi"
"XTVCSKRT","${symbolinfo.typespecs},defi"
"XTVCSKY","${symbolinfo.typespecs},defi"
"XTVCSLAY","${symbolinfo.typespecs},defi"
"XTVCSLICE","${symbolinfo.typespecs},defi"
"XTVCSLISBNB","${symbolinfo.typespecs},defi"
"XTVCSLISBNBX","${symbolinfo.typespecs},defi"
"XTVCSLIZ","${symbolinfo.typespecs},defi"
"XTVCSLND","${symbolinfo.typespecs},defi"
"XTVCSLRS","${symbolinfo.typespecs},defi"
"XTVCSLS","${symbolinfo.typespecs},defi"
"XTVCSMART","${symbolinfo.typespecs},defi"
"XTVCSMARTCREDIT","${symbolinfo.typespecs},defi"
"XTVCSMRTR","${symbolinfo.typespecs},defi"
"XTVCSMTY","${symbolinfo.typespecs},defi"
"XTVCSNE","${symbolinfo.typespecs},defi"
"XTVCSNFTS","${symbolinfo.typespecs},defi"
"XTVCSNOB","${symbolinfo.typespecs},defi"
"XTVCSNX","${symbolinfo.typespecs},defi"
"XTVCSNY","${symbolinfo.typespecs},defi"
"XTVCSOIL","${symbolinfo.typespecs},defi"
"XTVCSOL","${symbolinfo.typespecs},defi"
"XTVCSOLID","${symbolinfo.typespecs},defi"
"XTVCSOLVBTC","${symbolinfo.typespecs},defi"
"XTVCSOPH","${symbolinfo.typespecs},defi"
"XTVCSOSO","${symbolinfo.typespecs},defi"
"XTVCSOUL","${symbolinfo.typespecs},defi"
"XTVCSOULS","${symbolinfo.typespecs},defi"
"XTVCSPACEX","${symbolinfo.typespecs},defi"
"XTVCSPCX","${symbolinfo.typespecs},defi"
"XTVCSPECTRA","${symbolinfo.typespecs},defi"
"XTVCSPELL","${symbolinfo.typespecs},defi"
"XTVCSPELLFIRE","${symbolinfo.typespecs},defi"
"XTVCSPIN","${symbolinfo.typespecs},defi"
"XTVCSPK","${symbolinfo.typespecs},defi"
"XTVCSPKY","${symbolinfo.typespecs},defi"
"XTVCSPOL","${symbolinfo.typespecs},defi"
"XTVCSPORE","${symbolinfo.typespecs},defi"
"XTVCSPYX","${symbolinfo.typespecs},defi"
"XTVCSQR","${symbolinfo.typespecs},defi"
"XTVCSRM","${symbolinfo.typespecs},defi"
"XTVCSSOL","${symbolinfo.typespecs},defi"
"XTVCSSS","${symbolinfo.typespecs},defi"
"XTVCSTAKE","${symbolinfo.typespecs},defi"
"XTVCSTAKE","${symbolinfo.typespecs},defi"
"XTVCSTAPT","${symbolinfo.typespecs},defi"
"XTVCSTAPT","${symbolinfo.typespecs},defi"
"XTVCSTATOM","${symbolinfo.typespecs},defi"
"XTVCSTAVAX","${symbolinfo.typespecs},defi"
"XTVCSTDYDX","${symbolinfo.typespecs},defi"
"XTVCSTETH","${symbolinfo.typespecs},defi"
"XTVCSTFX","${symbolinfo.typespecs},defi"
"XTVCSTJUNO","${symbolinfo.typespecs},defi"
"XTVCSTKAAVE","${symbolinfo.typespecs},defi"
"XTVCSTKXPRT","${symbolinfo.typespecs},defi"
"XTVCSTMATIC","${symbolinfo.typespecs},defi"
"XTVCSTND","${symbolinfo.typespecs},defi"
"XTVCSTNEAR","${symbolinfo.typespecs},defi"
"XTVCSTO","${symbolinfo.typespecs},defi"
"XTVCSTOS","${symbolinfo.typespecs},defi"
"XTVCSTOSMO","${symbolinfo.typespecs},defi"
"XTVCSTRAX","${symbolinfo.typespecs},defi"
"XTVCSTRAX","${symbolinfo.typespecs},defi"
"XTVCSTRD","${symbolinfo.typespecs},defi"
"XTVCSTRK","${symbolinfo.typespecs},defi"
"XTVCSTRM","${symbolinfo.typespecs},defi"
"XTVCSTRONG","${symbolinfo.typespecs},defi"
"XTVCSTRX","${symbolinfo.typespecs},defi"
"XTVCSTRX","${symbolinfo.typespecs},defi"
"XTVCSTSOL","${symbolinfo.typespecs},defi"
"XTVCSTSTARS","${symbolinfo.typespecs},defi"
"XTVCSTTIA","${symbolinfo.typespecs},defi"
"XTVCSTTON","${symbolinfo.typespecs},defi"
"XTVCSTUSDT","${symbolinfo.typespecs},defi"
"XTVCSUDO","${symbolinfo.typespecs},defi"
"XTVCSUKU","${symbolinfo.typespecs},defi"
"XTVCSUP","${symbolinfo.typespecs},defi"
"XTVCSUPER","${symbolinfo.typespecs},defi"
"XTVCSUPRA","${symbolinfo.typespecs},defi"
"XTVCSURE","${symbolinfo.typespecs},defi"
"XTVCSUSD","${symbolinfo.typespecs},defi"
"XTVCSUSDE","${symbolinfo.typespecs},defi"
"XTVCSUSHI","${symbolinfo.typespecs},defi"
"XTVCSUTER","${symbolinfo.typespecs},defi"
"XTVCSWAN","${symbolinfo.typespecs},defi"
"XTVCSWAP","${symbolinfo.typespecs},defi"
"XTVCSWEAT","${symbolinfo.typespecs},defi"
"XTVCSWELL","${symbolinfo.typespecs},defi"
"XTVCSWETH","${symbolinfo.typespecs},defi"
"XTVCSWFTC","${symbolinfo.typespecs},defi"
"XTVCSWINGBY","${symbolinfo.typespecs},defi"
"XTVCSWISE","${symbolinfo.typespecs},defi"
"XTVCSWITCH","${symbolinfo.typespecs},defi"
"XTVCSWORLD","${symbolinfo.typespecs},defi"
"XTVCSWPX","${symbolinfo.typespecs},defi"
"XTVCSWRV","${symbolinfo.typespecs},defi"
"XTVCSXP","${symbolinfo.typespecs},defi"
"XTVCSXT","${symbolinfo.typespecs},defi"
"XTVCSYL","${symbolinfo.typespecs},defi"
"XTVCSYN","${symbolinfo.typespecs},defi"
"XTVCSYNC","${symbolinfo.typespecs},defi"
"XTVCSYNT","${symbolinfo.typespecs},defi"
"XTVCSYRUP","${symbolinfo.typespecs},defi"
"XTVCTAC","${symbolinfo.typespecs},defi"
"XTVCTAKER","${symbolinfo.typespecs},defi"
"XTVCTAOBOT","${symbolinfo.typespecs},defi"
"XTVCTARA","${symbolinfo.typespecs},defi"
"XTVCTAROT","${symbolinfo.typespecs},defi"
"XTVCTAVA","${symbolinfo.typespecs},defi"
"XTVCTBANK","${symbolinfo.typespecs},defi"
"XTVCTBTC","${symbolinfo.typespecs},defi"
"XTVCTBTC","${symbolinfo.typespecs},defi"
"XTVCTC","${symbolinfo.typespecs},defi"
"XTVCTDX","${symbolinfo.typespecs},defi"
"XTVCTEER","${symbolinfo.typespecs},defi"
"XTVCTELEBTC","${symbolinfo.typespecs},defi"
"XTVCTENET","${symbolinfo.typespecs},defi"
"XTVCTENFI","${symbolinfo.typespecs},defi"
"XTVCTET","${symbolinfo.typespecs},defi"
"XTVCTETH","${symbolinfo.typespecs},defi"
"XTVCTFI","${symbolinfo.typespecs},defi"
"XTVCTFT","${symbolinfo.typespecs},defi"
"XTVCTFUEL","${symbolinfo.typespecs},defi"
"XTVCTHALES","${symbolinfo.typespecs},defi"
"XTVCTHAPT","${symbolinfo.typespecs},defi"
"XTVCTHE","${symbolinfo.typespecs},defi"
"XTVCTHG","${symbolinfo.typespecs},defi"
"XTVCTHOR","${symbolinfo.typespecs},defi"
"XTVCTHREE","${symbolinfo.typespecs},defi"
"XTVCTHT","${symbolinfo.typespecs},defi"
"XTVCTIDAL","${symbolinfo.typespecs},defi"
"XTVCTIME","${symbolinfo.typespecs},defi"
"XTVCTITA","${symbolinfo.typespecs},defi"
"XTVCTKING","${symbolinfo.typespecs},defi"
"XTVCTKN","${symbolinfo.typespecs},defi"
"XTVCTOKE","${symbolinfo.typespecs},defi"
"XTVCTOKEN","${symbolinfo.typespecs},defi"
"XTVCTOPIA","${symbolinfo.typespecs},defi"
"XTVCTRAC","${symbolinfo.typespecs},defi"
"XTVCTRADE","${symbolinfo.typespecs},defi"
"XTVCTRAVA","${symbolinfo.typespecs},defi"
"XTVCTRB","${symbolinfo.typespecs},defi"
"XTVCTRC","${symbolinfo.typespecs},defi"
"XTVCTREE","${symbolinfo.typespecs},defi"
"XTVCTRIAS","${symbolinfo.typespecs},defi"
"XTVCTRIBE","${symbolinfo.typespecs},defi"
"XTVCTROVE","${symbolinfo.typespecs},defi"
"XTVCTRST","${symbolinfo.typespecs},defi"
"XTVCTRU","${symbolinfo.typespecs},defi"
"XTVCTSLAX","${symbolinfo.typespecs},defi"
"XTVCTST","${symbolinfo.typespecs},defi"
"XTVCTUNE","${symbolinfo.typespecs},defi"
"XTVCU2U","${symbolinfo.typespecs},defi"
"XTVCUFARM","${symbolinfo.typespecs},defi"
"XTVCUFI","${symbolinfo.typespecs},defi"
"XTVCUFT","${symbolinfo.typespecs},defi"
"XTVCUGT","${symbolinfo.typespecs},defi"
"XTVCULX","${symbolinfo.typespecs},defi"
"XTVCUMA","${symbolinfo.typespecs},defi"
"XTVCUMB","${symbolinfo.typespecs},defi"
"XTVCUNCX","${symbolinfo.typespecs},defi"
"XTVCUNFI","${symbolinfo.typespecs},defi"
"XTVCUNHX","${symbolinfo.typespecs},defi"
"XTVCUNI","${symbolinfo.typespecs},defi"
"XTVCUNIBTC","${symbolinfo.typespecs},defi"
"XTVCUNIETH","${symbolinfo.typespecs},defi"
"XTVCUNN","${symbolinfo.typespecs},defi"
"XTVCUNO","${symbolinfo.typespecs},defi"
"XTVCUQC","${symbolinfo.typespecs},defi"
