"currency-id","typespecs"
"XTVCUR","${symbolinfo.typespecs},defi"
"XTVCUSD0++","${symbolinfo.typespecs},defi"
"XTVCUSDB","${symbolinfo.typespecs},defi"
"XTVCUSDBC","${symbolinfo.typespecs},defi"
"XTVCUSDC+","${symbolinfo.typespecs},defi"
"XTVCUSDC.E","${symbolinfo.typespecs},defi"
"XTVCUSDF","${symbolinfo.typespecs},defi"
"XTVCUSDP","${symbolinfo.typespecs},defi"
"XTVCUSDS","${symbolinfo.typespecs},defi"
"XTVCUSDT.E","${symbolinfo.typespecs},defi"
"XTVCUSDTB","${symbolinfo.typespecs},defi"
"XTVCUSUAL","${symbolinfo.typespecs},defi"
"XTVCUSX","${symbolinfo.typespecs},defi"
"XTVCUTK","${symbolinfo.typespecs},defi"
"XTVCUTON","${symbolinfo.typespecs},defi"
"XTVCUTYAB","${symbolinfo.typespecs},defi"
"XTVCUUU","${symbolinfo.typespecs},defi"
"XTVCVAI","${symbolinfo.typespecs},defi"
"XTVCVAI","${symbolinfo.typespecs},defi"
"XTVCVALUE","${symbolinfo.typespecs},defi"
"XTVCVBNB","${symbolinfo.typespecs},defi"
"XTVCVBNT","${symbolinfo.typespecs},defi"
"XTVCVBTC","${symbolinfo.typespecs},defi"
"XTVCVEGA","${symbolinfo.typespecs},defi"
"XTVCVELO","${symbolinfo.typespecs},defi"
"XTVCVELVET","${symbolinfo.typespecs},defi"
"XTVCVEMP","${symbolinfo.typespecs},defi"
"XTVCVEN","${symbolinfo.typespecs},defi"
"XTVCVENOM","${symbolinfo.typespecs},defi"
"XTVCVEST","${symbolinfo.typespecs},defi"
"XTVCVETH","${symbolinfo.typespecs},defi"
"XTVCVEX","${symbolinfo.typespecs},defi"
"XTVCVIBE","${symbolinfo.typespecs},defi"
"XTVCVIDT","${symbolinfo.typespecs},defi"
"XTVCVITE","${symbolinfo.typespecs},defi"
"XTVCVOLT","${symbolinfo.typespecs},defi"
"XTVCVOLT","${symbolinfo.typespecs},defi"
"XTVCVRA","${symbolinfo.typespecs},defi"
"XTVCVRTX","${symbolinfo.typespecs},defi"
"XTVCVSP","${symbolinfo.typespecs},defi"
"XTVCVSUI","${symbolinfo.typespecs},defi"
"XTVCVSXP","${symbolinfo.typespecs},defi"
"XTVCVSYS","${symbolinfo.typespecs},defi"
"XTVCVUSDC","${symbolinfo.typespecs},defi"
"XTVCVUSDT","${symbolinfo.typespecs},defi"
"XTVCVVS","${symbolinfo.typespecs},defi"
"XTVCVXVS","${symbolinfo.typespecs},defi"
"XTVCW","${symbolinfo.typespecs},defi"
"XTVCWACME","${symbolinfo.typespecs},defi"
"XTVCWAD","${symbolinfo.typespecs},defi"
"XTVCWADA","${symbolinfo.typespecs},defi"
"XTVCWAG","${symbolinfo.typespecs},defi"
"XTVCWAGMI","${symbolinfo.typespecs},defi"
"XTVCWAM","${symbolinfo.typespecs},defi"
"XTVCWAMPL","${symbolinfo.typespecs},defi"
"XTVCWAPTM","${symbolinfo.typespecs},defi"
"XTVCWASTR","${symbolinfo.typespecs},defi"
"XTVCWAVAX","${symbolinfo.typespecs},defi"
"XTVCWAVES","${symbolinfo.typespecs},defi"
"XTVCWBB","${symbolinfo.typespecs},defi"
"XTVCWBCOIN","${symbolinfo.typespecs},defi"
"XTVCWBERA","${symbolinfo.typespecs},defi"
"XTVCWBETH","${symbolinfo.typespecs},defi"
"XTVCWBNB","${symbolinfo.typespecs},defi"
"XTVCWBONE","${symbolinfo.typespecs},defi"
"XTVCWBONES","${symbolinfo.typespecs},defi"
"XTVCWBTC","${symbolinfo.typespecs},defi"
"XTVCWCANTO","${symbolinfo.typespecs},defi"
"XTVCWCFG","${symbolinfo.typespecs},defi"
"XTVCWCFX","${symbolinfo.typespecs},defi"
"XTVCWCHZ","${symbolinfo.typespecs},defi"
"XTVCWCKB","${symbolinfo.typespecs},defi"
"XTVCWCORE","${symbolinfo.typespecs},defi"
"XTVCWCRO","${symbolinfo.typespecs},defi"
"XTVCWDOGE","${symbolinfo.typespecs},defi"
"XTVCWEAR","${symbolinfo.typespecs},defi"
"XTVCWEETH","${symbolinfo.typespecs},defi"
"XTVCWEFI","${symbolinfo.typespecs},defi"
"XTVCWEGLD","${symbolinfo.typespecs},defi"
"XTVCWELA","${symbolinfo.typespecs},defi"
"XTVCWELF","${symbolinfo.typespecs},defi"
"XTVCWEST","${symbolinfo.typespecs},defi"
"XTVCWETH","${symbolinfo.typespecs},defi"
"XTVCWEVER","${symbolinfo.typespecs},defi"
"XTVCWFRAX","${symbolinfo.typespecs},defi"
"XTVCWFUSE","${symbolinfo.typespecs},defi"
"XTVCWGLMR","${symbolinfo.typespecs},defi"
"XTVCWHALES","${symbolinfo.typespecs},defi"
"XTVCWHBAR","${symbolinfo.typespecs},defi"
"XTVCWILD","${symbolinfo.typespecs},defi"
"XTVCWIN","${symbolinfo.typespecs},defi"
"XTVCWING","${symbolinfo.typespecs},defi"
"XTVCWINR","${symbolinfo.typespecs},defi"
"XTVCWIOTX","${symbolinfo.typespecs},defi"
"XTVCWISLM","${symbolinfo.typespecs},defi"
"XTVCWIT","${symbolinfo.typespecs},defi"
"XTVCWKAS","${symbolinfo.typespecs},defi"
"XTVCWKAVA","${symbolinfo.typespecs},defi"
"XTVCWKCS","${symbolinfo.typespecs},defi"
"XTVCWKLAY","${symbolinfo.typespecs},defi"
"XTVCWLD","${symbolinfo.typespecs},defi"
"XTVCWLFI","${symbolinfo.typespecs},defi"
"XTVCWLUNC","${symbolinfo.typespecs},defi"
"XTVCWMATIC","${symbolinfo.typespecs},defi"
"XTVCWMNT","${symbolinfo.typespecs},defi"
"XTVCWMOVR","${symbolinfo.typespecs},defi"
"XTVCWNEAR","${symbolinfo.typespecs},defi"
"XTVCWNRG","${symbolinfo.typespecs},defi"
"XTVCWNXM","${symbolinfo.typespecs},defi"
"XTVCWOETH","${symbolinfo.typespecs},defi"
"XTVCWOKB","${symbolinfo.typespecs},defi"
"XTVCWOKT","${symbolinfo.typespecs},defi"
"XTVCWOM","${symbolinfo.typespecs},defi"
"XTVCWONE","${symbolinfo.typespecs},defi"
"XTVCWOO","${symbolinfo.typespecs},defi"
"XTVCWOW","${symbolinfo.typespecs},defi"
"XTVCWPI","${symbolinfo.typespecs},defi"
"XTVCWPKT","${symbolinfo.typespecs},defi"
"XTVCWPLS","${symbolinfo.typespecs},defi"
"XTVCWPOKT","${symbolinfo.typespecs},defi"
"XTVCWQUIL","${symbolinfo.typespecs},defi"
"XTVCWRBTC","${symbolinfo.typespecs},defi"
"XTVCWRSETH","${symbolinfo.typespecs},defi"
"XTVCWS","${symbolinfo.typespecs},defi"
"XTVCWSHIDO","${symbolinfo.typespecs},defi"
"XTVCWSTETH","${symbolinfo.typespecs},defi"
"XTVCWTAO","${symbolinfo.typespecs},defi"
"XTVCWTFUEL","${symbolinfo.typespecs},defi"
"XTVCWTHETA","${symbolinfo.typespecs},defi"
"XTVCWTON","${symbolinfo.typespecs},defi"
"XTVCWTRX","${symbolinfo.typespecs},defi"
"XTVCWVENOM","${symbolinfo.typespecs},defi"
"XTVCWVSG","${symbolinfo.typespecs},defi"
"XTVCWWDOGE","${symbolinfo.typespecs},defi"
"XTVCWXDC","${symbolinfo.typespecs},defi"
"XTVCWXTZ","${symbolinfo.typespecs},defi"
"XTVCWYZ","${symbolinfo.typespecs},defi"
"XTVCWZEDX","${symbolinfo.typespecs},defi"
"XTVCWZRD","${symbolinfo.typespecs},defi"
"XTVCXAI","${symbolinfo.typespecs},defi"
"XTVCXBC","${symbolinfo.typespecs},defi"
"XTVCXCHNG","${symbolinfo.typespecs},defi"
"XTVCXCV","${symbolinfo.typespecs},defi"
"XTVCXDAI","${symbolinfo.typespecs},defi"
"XTVCXDN","${symbolinfo.typespecs},defi"
"XTVCXED","${symbolinfo.typespecs},defi"
"XTVCXEL","${symbolinfo.typespecs},defi"
"XTVCXEM","${symbolinfo.typespecs},defi"
"XTVCXEP","${symbolinfo.typespecs},defi"
"XTVCXFI","${symbolinfo.typespecs},defi"
"XTVCXFUND","${symbolinfo.typespecs},defi"
"XTVCXLAB","${symbolinfo.typespecs},defi"
"XTVCXLM","${symbolinfo.typespecs},defi"
"XTVCXNA","${symbolinfo.typespecs},defi"
"XTVCXP","${symbolinfo.typespecs},defi"
"XTVCXPHX","${symbolinfo.typespecs},defi"
"XTVCXPR","${symbolinfo.typespecs},defi"
"XTVCXPRT","${symbolinfo.typespecs},defi"
"XTVCXSAUCE","${symbolinfo.typespecs},defi"
"XTVCXSOLVBTC","${symbolinfo.typespecs},defi"
"XTVCXSP","${symbolinfo.typespecs},defi"
"XTVCXSUSHI","${symbolinfo.typespecs},defi"
"XTVCXSWAP","${symbolinfo.typespecs},defi"
"XTVCXTM","${symbolinfo.typespecs},defi"
"XTVCXTN","${symbolinfo.typespecs},defi"
"XTVCXVS","${symbolinfo.typespecs},defi"
"XTVCXWC","${symbolinfo.typespecs},defi"
"XTVCXYO","${symbolinfo.typespecs},defi"
"XTVCXZK","${symbolinfo.typespecs},defi"
"XTVCYALA","${symbolinfo.typespecs},defi"
"XTVCYAM","${symbolinfo.typespecs},defi"
"XTVCYF-DAI","${symbolinfo.typespecs},defi"
"XTVCYFI","${symbolinfo.typespecs},defi"
"XTVCYFII","${symbolinfo.typespecs},defi"
"XTVCYFO","${symbolinfo.typespecs},defi"
"XTVCYLAY","${symbolinfo.typespecs},defi"
"XTVCYLDY","${symbolinfo.typespecs},defi"
"XTVCYNBNBX","${symbolinfo.typespecs},defi"
"XTVCYND","${symbolinfo.typespecs},defi"
"XTVCYNETH","${symbolinfo.typespecs},defi"
"XTVCYNETHX","${symbolinfo.typespecs},defi"
"XTVCYO","${symbolinfo.typespecs},defi"
"XTVCZAP","${symbolinfo.typespecs},defi"
"XTVCZBCN","${symbolinfo.typespecs},defi"
"XTVCZCL","${symbolinfo.typespecs},defi"
"XTVCZDEX","${symbolinfo.typespecs},defi"
"XTVCZEE","${symbolinfo.typespecs},defi"
"XTVCZEN","${symbolinfo.typespecs},defi"
"XTVCZEPH","${symbolinfo.typespecs},defi"
"XTVCZERO","${symbolinfo.typespecs},defi"
"XTVCZEUS","${symbolinfo.typespecs},defi"
"XTVCZEX","${symbolinfo.typespecs},defi"
"XTVCZF","${symbolinfo.typespecs},defi"
"XTVCZIL","${symbolinfo.typespecs},defi"
"XTVCZKJ","${symbolinfo.typespecs},defi"
"XTVCZKL","${symbolinfo.typespecs},defi"
"XTVCZKP","${symbolinfo.typespecs},defi"
"XTVCZNN","${symbolinfo.typespecs},defi"
"XTVCZOO","${symbolinfo.typespecs},defi"
"XTVCZRO","${symbolinfo.typespecs},defi"
"XTVCZRX","${symbolinfo.typespecs},defi"
