rts-ticker,isin
B:OATWH,MA0000021651
B:OATWH.L,MA0000021651
B:OATWI.L,MA0000021735
B:OATWJ,MA0000021727
B:OATWJ.L,MA0000021727
B:OATWM,MA0000021750
B:OATWM.L,MA0000021750
B:OATWN,MA0000021800
B:OATWN.L,MA0000021800
B:OATWO,MA0000021818
B:OATWO.L,MA0000021818
B:OATWP,MA0000021834
B:OATWP.L,MA0000021834
B:OATWQ,MA0000021842
B:OATWQ.L,MA0000021842
B:OATWR,MA0000021883
B:OATWR.L,MA0000021883
B:OATWT,MA0000021891
B:OATWT.L,MA0000021891
B:OBCIA.L,MA0000021578
B:OBOAB,MA0000021933
B:OBOAB.L,MA0000021933
B:OBOAC,MA0000021941
B:OBOAC.L,MA0000021941
B:OBOAE,MA0000021958
B:OBOAE.L,MA0000021958
B:OCAMA.L,MA0000021701
B:OCAMB,MA0000021719
B:OCAMB.L,MA0000021719
B:OCAMD,MA0000021768
B:OCAMD.L,MA0000021768
B:OCAMF,MA0000021776
B:OCAMF.L,MA0000021776
B:OCAMG,MA0000021909
B:OCAMG.L,MA0000021909
B:OCAMJ,MA0000021826
B:OCAMJ.L,MA0000021826
B:OCDMC,MA0000021784
B:OCDMC.L,MA0000021784
B:OCDMD,MA0000021917
B:OCDMD.L,MA0000021917
B:OCIHA,MA0000021669
B:OCIHA.L,MA0000021669
B:OCIHC,MA0000021867
B:OCIHC.L,MA0000021867
B:OFECA,MA0000021537
B:OFECA.L,MA0000021537
B:OLYDA,MA0000021404
B:OLYDA.L,MA0000021404
B:OOCFB,MA0000021362
B:OOCFB.L,MA0000021362
B:OOCFC,MA0000021511
B:OOCFC.L,MA0000021511
B:OOCPB,MA0000021792
B:OOCPB.L,MA0000021792
B:OOCPC,MA0000021859
B:OOCPC.L,MA0000021859
B:OSOGB.L,MA0000021586
B:OSOGC,MA0000021677
B:OSOGC.L,MA0000021677
B:OSOGD,MA0000021875
B:OSOGD.L,MA0000021875
E:AADHA,MA0000800831
E:AATHA,MA0000800419
E:AATHB,MA0000800823
E:ABCIA,MA0000800682
E:ABOAA,MA0000801177
E:ABOAB,MA0000801185
E:ABOAC,MA0000801219
E:ACOLB,MA0000801201
E:ACRSA,MA0000800880
E:ADH,MA0000011512
E:ADH.L,MA0000011512
E:ADI,MA0000011819
E:ADI.L,MA0000011819
E:ADISA,MA0000800393
E:ADRIA,MA0000800690
E:AFI,MA0000012114
E:AFI.L,MA0000012114
E:AFM,MA0000012296
E:AFM.L,MA0000012296
E:AGM,MA0000010944
E:AGM.L,MA0000010944
E:AIBCA,MA0000800559
E:AKT,MA0000012585
E:AKT.A,MA0000012585
E:AKT.B,MA0000012585
E:AKT.L,MA0000012585
E:ALHMA,MA0000800781
E:ALM,MA0000010936
E:ALM.L,MA0000010936
E:AMLEA,MA0000800401
E:ANEJA,MA0000800476
E:ANEJB,MA0000800708
E:AOULA,MA0000800377
E:AOULB,MA0000800716
E:ARD,MA0000012460
