rts-ticker,isin
I:000001,CNM000000019
I:000002,CNM000000027
I:000003,CNM000000035
I:000038,CNM100000364
I:000300,CNM0000001Y0
I:000823,CNE000000T26
I:000851,CNE0000009Q9
I:000856,CNE000000WJ1
I:000858,CNE000000VQ8
I:000863,CNE000000T00
I:000869,CNE000001568
